N,P,K,temperature,humidity,ph,rainfall,label
24.728,15.827,19.667,18.407,71.091,6.489,598,Garlic Mustard
26.027,14.301,19.262,18.222,71.021,6.494,601,Garlic Mustard
24.886,14.49,19.422,18.099,71.043,6.493,601,Garlic Mustard
25.666,15.688,19.856,18.347,72.169,6.5,598,Garlic Mustard
24.663,14.15,18.785,17.651,71.619,6.507,599,Garlic Mustard
25.219,15.615,21.598,17.685,67.552,6.498,598,Garlic Mustard
24.813,15.511,20.03,18.426,68.546,6.504,598,Garlic Mustard
23.491,15.969,18.32,18.042,68.449,6.499,599,Garlic Mustard
23.17,14.539,19.918,18.055,71.412,6.508,600,Garlic Mustard
26.837,15.46,20.355,17.784,69.044,6.508,598,Garlic Mustard
24.372,14.578,20.336,17.733,70.507,6.497,600,Garlic Mustard
25.21,14.328,20.889,18.434,70.817,6.502,598,Garlic Mustard
26.089,15.041,21.092,17.611,71.167,6.502,601,Garlic Mustard
26.424,14.594,18.808,18.008,67.94,6.501,600,Garlic Mustard
23.729,15.633,20.551,18.391,70.89,6.489,600,Garlic Mustard
26.992,15.915,20.391,18.334,68.261,6.492,601,Garlic Mustard
25.306,15.351,18.92,18.408,70.509,6.492,600,Garlic Mustard
23.043,14.276,20.392,17.506,70.673,6.496,598,Garlic Mustard
26.871,14.255,21.942,17.659,70.141,6.502,600,Garlic Mustard
23.253,15.891,18.113,18.475,69.472,6.511,600,Garlic Mustard
25.232,14.611,19.707,18.385,72.092,6.498,598,Garlic Mustard
24.962,14.171,20.922,17.878,68.064,6.501,599,Garlic Mustard
24.512,14.947,21.253,18.296,67.576,6.505,599,Garlic Mustard
24.003,15.181,20.034,17.834,68.075,6.488,601,Garlic Mustard
24.152,15.018,18.559,18.357,69.835,6.496,598,Garlic Mustard
25.066,14.32,18.262,17.898,70.278,6.503,598,Garlic Mustard
25.522,14.885,19.574,18.412,67.52,6.498,601,Garlic Mustard
24.964,15.972,21.168,18.198,71.911,6.496,599,Garlic Mustard
25.523,15.587,21.935,17.792,68.547,6.508,598,Garlic Mustard
24.689,15.181,21.118,18.437,69.613,6.509,598,Garlic Mustard
26.985,14.615,21.671,17.864,72.386,6.491,601,Garlic Mustard
25.383,14.161,20.106,18.174,70.499,6.494,598,Garlic Mustard
23.954,15.188,18.502,17.525,69.554,6.494,598,Garlic Mustard
24.484,14.245,20.436,17.817,70.602,6.494,601,Garlic Mustard
25.371,14.008,19.315,17.946,70.791,6.498,601,Garlic Mustard
25.019,15.009,21.341,17.813,70.785,6.512,599,Garlic Mustard
26.8,15.392,19.7,18.36,71.549,6.506,598,Garlic Mustard
25.274,15.094,19.098,17.517,70.434,6.502,600,Garlic Mustard
25.385,14.154,18.343,18.433,70.639,6.501,599,Garlic Mustard
25.09,14.714,20.271,18.035,69.271,6.497,601,Garlic Mustard
23.627,15.975,19.218,18.409,72.103,6.509,600,Garlic Mustard
23.092,15.082,21.13,17.566,71.74,6.49,599,Garlic Mustard
24.853,15.157,21.325,17.64,68.912,6.503,598,Garlic Mustard
25.073,15.362,19.85,18.452,67.535,6.503,599,Garlic Mustard
24.463,14.305,18.528,17.95,70.929,6.506,601,Garlic Mustard
24.391,14.334,20.15,17.766,70.209,6.502,600,Garlic Mustard
26.89,15.167,18.055,17.65,69.834,6.511,598,Garlic Mustard
24.221,15.018,18.514,18.078,70.91,6.512,599,Garlic Mustard
23.746,15.669,19.082,18.194,72.493,6.506,598,Garlic Mustard
26.794,14.165,18.351,18.249,68.56,6.505,600,Garlic Mustard
23.404,14.919,18.01,18.495,70.312,6.491,598,Garlic Mustard
24.19,15.593,19.489,17.66,71.236,6.494,598,Garlic Mustard
24.012,15.6,18.18,17.893,67.573,6.496,600,Garlic Mustard
26.461,15.44,21.89,17.861,72.127,6.512,601,Garlic Mustard
25.546,14.696,18.422,17.544,71.838,6.506,600,Garlic Mustard
25.263,14.489,19.515,18.18,70.415,6.501,599,Garlic Mustard
26.841,15.578,20.922,17.654,70.083,6.509,601,Garlic Mustard
25.398,14.107,20.684,18.024,72.385,6.494,599,Garlic Mustard
23.805,15.87,20.631,18.262,68.478,6.498,600,Garlic Mustard
23.856,15.859,20.664,17.653,70.797,6.503,600,Garlic Mustard
24.077,15.72,19.666,17.655,72.366,6.511,599,Garlic Mustard
26.114,15.025,18.679,17.597,70.156,6.502,600,Garlic Mustard
23.182,14.042,20.873,18.151,68.526,6.488,598,Garlic Mustard
23.81,14.858,19.47,17.581,70.232,6.502,598,Garlic Mustard
26.563,14.53,20.722,17.594,68.36,6.504,601,Garlic Mustard
24.374,14.859,18.124,18.325,67.553,6.51,601,Garlic Mustard
24.987,14.144,19.776,18.124,68.645,6.493,599,Garlic Mustard
25.162,15.635,20.014,18.282,71.389,6.494,598,Garlic Mustard
24.621,15.727,20.618,18.216,70.2,6.494,599,Garlic Mustard
26.198,15.032,21.851,17.522,70.639,6.509,598,Garlic Mustard
26.514,15.893,18.289,18.188,70.771,6.501,599,Garlic Mustard
25.106,15.436,21.617,18.241,70.01,6.499,599,Garlic Mustard
23.559,14.101,18.965,17.546,68.444,6.488,598,Garlic Mustard
25.274,15.399,21.297,17.795,70.27,6.507,600,Garlic Mustard
25.841,14.917,18.776,17.65,69.155,6.505,599,Garlic Mustard
24.218,14.409,21.495,18.161,68.221,6.506,601,Garlic Mustard
24.968,14.709,21.17,17.844,71.282,6.508,599,Garlic Mustard
24.859,15.638,20.042,18.433,70.512,6.494,600,Garlic Mustard
23.075,14.256,20.818,18.448,69.677,6.5,601,Garlic Mustard
25.912,15.93,19.345,18.377,71.907,6.498,601,Garlic Mustard
24.947,14.537,19.585,18.248,71.646,6.492,600,Garlic Mustard
26.398,14.176,21.876,18.135,67.928,6.511,601,Garlic Mustard
23.465,15.222,18.116,17.632,68.021,6.502,601,Garlic Mustard
23.586,15.504,19.363,18.3,72.202,6.494,600,Garlic Mustard
26.931,15.14,20.649,18.362,71.833,6.501,598,Garlic Mustard
25.177,15.431,20.437,17.979,71.711,6.511,600,Garlic Mustard
24.991,14.833,19.746,17.659,72.163,6.494,601,Garlic Mustard
25.618,15.905,18.837,17.876,71.047,6.508,599,Garlic Mustard
25.543,15.506,19.512,17.609,69.487,6.491,601,Garlic Mustard
24.851,15.026,18.863,17.687,69.425,6.495,600,Garlic Mustard
25.906,14.685,18.7,18.168,70.112,6.496,600,Garlic Mustard
23.138,14.602,20.847,18.071,69.979,6.492,598,Garlic Mustard
24.081,15.322,21.708,18.053,72.081,6.501,601,Garlic Mustard
21.388,9.412,13.153,22.359,60.93,6.512,601,Daylily (Buds)
20.708,9.592,16.931,22.459,59.092,6.507,600,Daylily (Buds)
18.165,10.145,13.004,21.602,62.002,6.505,600,Daylily (Buds)
20.247,9.978,14.059,21.856,57.912,6.493,601,Daylily (Buds)
21.095,10.437,15.62,21.709,60.655,6.502,598,Daylily (Buds)
18.621,9.362,14.004,21.698,61.103,6.509,600,Daylily (Buds)
20.633,9.318,15.3,22.096,60.243,6.489,600,Daylily (Buds)
18.143,9.287,15.613,22.149,60.561,6.511,601,Daylily (Buds)
18.002,9.276,15.09,21.589,58.495,6.496,600,Daylily (Buds)
20.046,9.776,16.387,21.721,57.549,6.508,601,Daylily (Buds)
19.242,10.192,16.419,22.095,60.414,6.493,599,Daylily (Buds)
20.204,9.987,15.22,22.008,59.543,6.493,601,Daylily (Buds)
18.733,9.69,13.282,22.16,60.088,6.494,601,Daylily (Buds)
21.646,10.833,15.186,22.092,61.856,6.512,600,Daylily (Buds)
19.341,9.519,13.18,21.629,57.582,6.509,598,Daylily (Buds)
19.978,10.253,14.736,22.212,60.286,6.488,601,Daylily (Buds)
20.033,10.429,15.972,21.669,61.217,6.506,599,Daylily (Buds)
18.851,9.948,13.077,21.982,62.282,6.512,598,Daylily (Buds)
20.064,10.535,14.052,21.992,58.065,6.489,601,Daylily (Buds)
18.691,10.851,13.39,22.498,61.895,6.503,599,Daylily (Buds)
18.11,9.667,14.978,22.348,60.247,6.51,598,Daylily (Buds)
20.073,9.783,16.564,21.588,61.604,6.491,600,Daylily (Buds)
21.587,10.16,15.808,22.227,58.517,6.488,601,Daylily (Buds)
18.113,9.62,13.21,21.914,61.946,6.499,599,Daylily (Buds)
21.671,9.026,15.805,22.01,58.129,6.496,599,Daylily (Buds)
20.67,10.878,13.061,22.399,60.866,6.507,599,Daylily (Buds)
19.725,9.149,15.989,21.956,58.282,6.493,600,Daylily (Buds)
18.227,10.328,13.256,21.852,59.891,6.51,600,Daylily (Buds)
21.114,9.903,13.612,21.588,60.845,6.5,601,Daylily (Buds)
18.763,9.301,13.236,21.629,60.093,6.506,598,Daylily (Buds)
18.171,9.786,15.558,21.64,58.657,6.504,598,Daylily (Buds)
19.275,9.787,14.47,22.429,59.983,6.488,598,Daylily (Buds)
20.264,10.221,16.043,22.182,59.408,6.504,598,Daylily (Buds)
20.732,9.924,14.747,22.129,58.114,6.498,601,Daylily (Buds)
19.988,10.249,13.74,22.287,60.601,6.49,600,Daylily (Buds)
21.904,9.294,16.978,22.36,58.021,6.489,601,Daylily (Buds)
20.86,9.34,16.018,21.595,62.23,6.51,600,Daylily (Buds)
21.97,9.379,15.814,21.781,57.729,6.503,601,Daylily (Buds)
19.202,10.483,13.699,21.709,60.002,6.496,599,Daylily (Buds)
21.694,10.021,15.036,21.817,61.899,6.504,600,Daylily (Buds)
20.439,10.752,14.462,22.2,58.126,6.496,598,Daylily (Buds)
18.242,10.739,15.386,21.513,59.053,6.498,599,Daylily (Buds)
18.191,9.04,13.835,21.529,59.932,6.508,600,Daylily (Buds)
20.167,9.251,13.314,21.53,59.226,6.509,601,Daylily (Buds)
21.233,10.313,13.961,21.851,57.748,6.5,600,Daylily (Buds)
20.177,10.093,16.026,22.115,60.593,6.5,601,Daylily (Buds)
19.088,10.768,13.2,21.892,62.461,6.502,600,Daylily (Buds)
21.252,9.571,13.89,22.427,58.247,6.491,599,Daylily (Buds)
20.109,10.065,15.194,22.411,58.616,6.498,601,Daylily (Buds)
21.856,10.837,13.61,21.644,58.409,6.497,599,Daylily (Buds)
19.715,9.126,16.206,21.764,61.284,6.488,601,Daylily (Buds)
18.968,10.951,16.718,22.364,59.263,6.497,598,Daylily (Buds)
19.73,9.794,16.478,21.609,57.938,6.503,600,Daylily (Buds)
18.584,10.008,14.317,22.032,58.849,6.502,601,Daylily (Buds)
19.328,10.071,14.738,21.895,59.873,6.506,598,Daylily (Buds)
19.458,10.533,14.576,22.143,61.06,6.504,598,Daylily (Buds)
19.272,9.209,13.04,22.407,58.133,6.501,598,Daylily (Buds)
18.29,9.224,13.995,22.036,58.685,6.504,600,Daylily (Buds)
20.618,10.051,13.665,21.733,58.259,6.506,601,Daylily (Buds)
19.4,10.269,13.018,21.926,60.17,6.505,601,Daylily (Buds)
18.478,9.249,15.179,21.864,58.997,6.509,601,Daylily (Buds)
21.934,10.212,14.962,21.637,59.095,6.512,598,Daylily (Buds)
18.574,9.234,13.859,21.972,59.188,6.509,599,Daylily (Buds)
20.366,10.904,16.87,21.871,60.614,6.498,601,Daylily (Buds)
19.538,9.812,16.29,22.011,60.227,6.508,600,Daylily (Buds)
20.293,10.851,14.274,22.168,62.367,6.496,599,Daylily (Buds)
18.793,10.633,13.917,22.243,59.659,6.494,601,Daylily (Buds)
20.826,10.718,14.89,22.337,62.083,6.491,601,Daylily (Buds)
19.583,9.233,15.095,22.383,58.552,6.489,598,Daylily (Buds)
18.371,9.723,16.26,21.646,60.677,6.501,601,Daylily (Buds)
20.651,10.824,14.551,21.889,58.245,6.488,601,Daylily (Buds)
18.889,10.275,14.892,21.801,61.53,6.488,599,Daylily (Buds)
20.27,9.909,16.26,22.082,59.281,6.491,600,Daylily (Buds)
18.006,9.931,16.947,22.036,59.785,6.494,601,Daylily (Buds)
20.874,10.234,14.377,22.261,60.598,6.499,601,Daylily (Buds)
18.902,9.898,14.777,22.375,59.62,6.488,600,Daylily (Buds)
18.274,9.928,13.408,21.804,58.891,6.499,598,Daylily (Buds)
21.471,10.943,13.979,21.58,60.449,6.493,601,Daylily (Buds)
21.051,9.572,14.383,21.969,58.452,6.507,601,Daylily (Buds)
21.275,9.376,14.266,21.632,58.346,6.498,599,Daylily (Buds)
21.708,10.421,16.127,21.79,57.941,6.501,601,Daylily (Buds)
19.352,9.688,13.545,21.71,62.332,6.511,598,Daylily (Buds)
18.41,10.829,13.272,21.784,58.654,6.507,598,Daylily (Buds)
18.524,9.172,14.884,22.432,58.187,6.506,601,Daylily (Buds)
18.781,10.666,14.663,21.665,58.124,6.511,599,Daylily (Buds)
19.769,10.762,15.882,22.003,57.8,6.489,599,Daylily (Buds)
21.893,9.376,14.279,22.159,59.762,6.489,599,Daylily (Buds)
19.519,10.412,16.746,22.491,58.117,6.491,600,Daylily (Buds)
21.183,10.477,15.575,21.866,61.629,6.49,598,Daylily (Buds)
21.922,10.345,16.392,21.574,58.025,6.51,599,Daylily (Buds)
18.158,10.708,13.103,22.162,59.997,6.506,600,Daylily (Buds)
18.988,10.109,14.704,22.054,58.108,6.489,600,Daylily (Buds)
19.98,10.398,13.046,21.793,59.663,6.498,599,Daylily (Buds)
21.635,10.762,14.493,22.414,60.964,6.504,600,Daylily (Buds)
21.028,10.706,15.687,22.337,57.975,6.511,599,Daylily (Buds)
18.575,9.798,16.005,22.321,58.194,6.504,598,Daylily (Buds)
18.729,9.114,16.233,22.352,58.08,6.509,600,Daylily (Buds)
18.243,9.152,14.085,21.632,58.022,6.506,598,Daylily (Buds)
19.787,10.435,16.884,22.489,58.932,6.491,598,Daylily (Buds)
18.562,9.161,14.421,22.014,57.919,6.501,601,Daylily (Buds)
20.345,9.69,19.555,16.101,60.107,5.999,599,Garlic
21.305,11.0,19.205,15.668,59.977,6.009,601,Garlic
20.157,10.909,21.135,15.664,58.34,5.992,598,Garlic
18.883,10.227,21.932,15.64,62.459,5.989,598,Garlic
18.159,10.009,21.002,15.526,58.657,6.001,599,Garlic
18.273,10.721,19.924,15.671,57.643,5.995,598,Garlic
19.899,9.138,20.588,16.41,58.466,5.994,600,Garlic
20.296,9.138,18.755,15.538,57.983,6.001,599,Garlic
21.072,9.872,19.942,16.129,58.434,6.006,599,Garlic
21.819,10.024,18.109,16.125,58.977,5.993,599,Garlic
18.493,10.184,18.21,15.908,58.167,5.996,599,Garlic
21.006,9.693,21.111,16.494,58.818,5.998,598,Garlic
19.62,9.729,20.024,15.882,59.267,5.993,598,Garlic
20.635,9.502,20.393,16.122,60.13,5.997,599,Garlic
21.795,9.946,19.245,16.325,60.238,6.008,601,Garlic
18.775,9.012,19.216,15.927,59.899,5.995,598,Garlic
19.55,9.873,20.844,15.812,58.778,5.996,601,Garlic
21.878,10.765,18.751,15.968,58.706,6.008,599,Garlic
21.544,9.403,18.931,16.086,62.199,5.995,598,Garlic
20.907,10.954,21.089,15.828,57.941,5.999,599,Garlic
18.409,10.437,21.437,15.549,60.993,5.995,601,Garlic
18.175,9.19,18.287,15.517,57.687,5.992,599,Garlic
21.813,9.251,19.184,15.973,59.652,5.992,599,Garlic
21.967,9.417,18.315,16.147,61.047,6.006,599,Garlic
19.004,10.959,19.399,15.692,62.169,6.002,599,Garlic
21.706,9.6,18.67,16.286,60.514,6.009,601,Garlic
18.257,10.21,18.355,16.137,58.063,6.006,601,Garlic
20.095,9.007,18.729,16.277,57.735,6.008,599,Garlic
20.805,10.762,20.583,16.376,58.375,6.012,601,Garlic
19.319,9.207,21.148,16.264,58.784,6.002,598,Garlic
18.862,9.607,18.132,16.171,57.543,6.001,601,Garlic
18.261,9.178,20.609,16.163,62.391,5.991,599,Garlic
18.804,9.319,21.29,15.968,61.225,5.989,601,Garlic
18.218,10.242,20.803,16.268,62.195,5.996,599,Garlic
20.169,10.618,21.556,15.993,60.63,6.009,599,Garlic
18.486,9.605,19.971,15.63,61.845,5.999,601,Garlic
20.531,9.898,18.795,15.658,60.903,6.01,601,Garlic
20.143,10.874,18.282,15.729,61.947,6.004,598,Garlic
18.102,9.115,19.022,16.096,58.891,6.01,601,Garlic
19.201,10.059,21.451,15.838,58.652,6.012,599,Garlic
18.261,10.645,19.162,15.951,61.155,6.006,598,Garlic
18.565,10.003,21.438,16.316,60.211,5.991,599,Garlic
20.569,9.662,19.105,16.098,61.786,5.988,601,Garlic
18.965,9.746,18.681,16.371,61.07,6.01,599,Garlic
19.942,10.37,21.37,16.334,60.984,5.999,600,Garlic
20.941,9.023,20.296,15.983,61.299,5.988,600,Garlic
18.528,10.104,21.856,16.465,58.559,5.989,598,Garlic
18.253,9.142,18.358,16.001,58.55,5.989,598,Garlic
21.262,10.528,19.909,16.486,61.964,6.009,598,Garlic
21.542,10.494,18.379,15.847,59.495,6.004,600,Garlic
18.36,9.121,18.657,16.307,61.926,5.997,598,Garlic
21.242,10.452,20.996,15.535,59.706,5.99,600,Garlic
19.461,10.413,20.223,16.353,60.302,6.001,600,Garlic
18.051,10.149,20.412,16.361,61.039,5.992,601,Garlic
20.975,10.769,18.297,16.165,58.323,6.007,601,Garlic
19.672,10.938,21.807,15.782,58.676,6.011,600,Garlic
18.204,10.778,20.417,15.56,62.488,5.996,599,Garlic
18.36,9.586,21.251,15.59,58.81,6.012,600,Garlic
20.874,9.009,20.064,15.926,59.387,6.005,599,Garlic
21.449,10.028,21.433,15.783,60.186,6.004,601,Garlic
18.699,10.683,21.306,16.167,60.834,5.994,598,Garlic
21.063,10.255,20.033,15.86,61.297,5.99,600,Garlic
19.33,9.262,19.01,16.466,60.276,6.008,598,Garlic
19.175,10.507,18.09,15.946,59.092,6.011,598,Garlic
18.784,10.632,21.13,15.608,59.593,6.006,601,Garlic
19.103,10.573,20.481,16.291,59.743,6.009,601,Garlic
19.452,10.265,19.386,16.245,59.644,6.0,600,Garlic
20.394,9.155,18.978,16.198,61.458,5.991,600,Garlic
18.48,10.745,19.488,16.061,62.166,6.003,601,Garlic
20.319,10.156,20.304,15.569,58.89,6.002,601,Garlic
21.999,10.397,20.361,16.161,62.471,5.992,598,Garlic
21.324,9.485,21.496,16.283,61.7,6.006,599,Garlic
19.299,9.004,21.921,15.658,58.281,5.993,599,Garlic
18.681,10.536,20.026,16.293,58.432,5.99,600,Garlic
19.957,9.503,20.452,16.195,59.483,5.991,599,Garlic
21.641,10.233,18.241,15.615,59.225,5.994,599,Garlic
21.706,10.31,18.59,16.26,60.614,5.994,601,Garlic
18.621,9.616,20.157,16.282,57.753,6.003,598,Garlic
19.112,9.946,18.729,15.8,60.184,6.003,598,Garlic
21.485,10.035,21.929,15.505,60.951,5.996,599,Garlic
19.523,9.906,21.416,15.783,58.032,5.997,600,Garlic
19.312,10.119,18.494,16.037,60.312,5.99,601,Garlic
20.107,10.568,18.836,15.844,58.458,5.996,599,Garlic
20.076,9.052,20.55,16.248,59.574,5.989,599,Garlic
21.627,10.687,18.982,16.235,59.874,6.007,600,Garlic
20.875,10.637,21.201,16.206,59.267,5.993,598,Garlic
18.695,10.843,18.727,15.534,61.479,5.989,599,Garlic
18.679,10.371,20.57,16.33,60.467,6.007,601,Garlic
21.004,10.784,20.103,15.979,62.424,5.996,599,Garlic
18.943,9.851,18.141,15.648,60.425,6.005,601,Garlic
18.907,10.953,19.255,16.135,61.814,5.997,599,Garlic
21.468,9.475,18.737,16.024,61.061,5.988,600,Garlic
21.77,10.523,19.59,16.406,61.928,6.004,598,Garlic
19.338,10.669,19.827,15.809,57.714,6.003,598,Garlic
19.232,9.743,19.779,16.304,58.748,5.997,599,Garlic
21.564,10.231,20.013,15.513,60.254,6.002,600,Garlic
18.323,9.389,20.47,16.384,57.642,6.007,599,Garlic
21.671,9.657,21.53,15.633,61.651,6.01,598,Garlic
21.422,9.988,21.404,15.858,59.677,5.992,601,Garlic
18.715,9.084,21.919,15.529,59.937,6.006,601,Garlic
20.08,9.902,19.436,19.685,67.682,5.994,599,Fenugreek
18.627,9.29,20.1,19.672,68.74,5.997,598,Fenugreek
20.634,9.857,18.149,19.796,71.742,6.012,600,Fenugreek
20.795,10.056,19.394,20.095,71.257,6.0,601,Fenugreek
21.389,10.934,21.62,20.008,69.015,5.989,600,Fenugreek
19.39,10.826,18.606,20.06,71.856,6.0,598,Fenugreek
18.045,9.086,19.519,20.457,68.571,5.99,598,Fenugreek
18.703,9.059,18.157,20.271,72.422,5.988,598,Fenugreek
20.03,10.036,20.947,19.86,71.812,6.0,601,Fenugreek
19.073,9.346,20.634,20.237,69.684,5.991,601,Fenugreek
19.616,10.243,20.963,19.892,69.25,6.009,599,Fenugreek
19.791,10.161,20.739,19.777,69.767,5.999,601,Fenugreek
18.573,10.206,20.123,20.072,68.304,5.993,598,Fenugreek
20.543,10.913,21.968,19.752,68.571,6.01,600,Fenugreek
19.917,9.852,20.612,20.077,71.331,6.0,600,Fenugreek
20.704,9.074,19.615,19.539,68.116,6.004,598,Fenugreek
20.045,9.578,18.02,20.239,68.13,6.0,599,Fenugreek
18.526,9.059,18.51,20.076,70.367,6.008,600,Fenugreek
21.545,9.898,18.148,19.65,71.385,6.0,600,Fenugreek
20.184,10.234,21.0,20.446,68.649,5.988,599,Fenugreek
19.974,10.696,21.128,20.449,70.981,6.007,599,Fenugreek
20.523,9.745,20.33,20.108,67.87,6.008,598,Fenugreek
20.469,9.14,20.093,20.492,67.863,5.99,599,Fenugreek
21.67,9.933,21.55,19.659,69.934,5.994,600,Fenugreek
21.363,10.758,18.042,19.502,68.619,6.009,599,Fenugreek
21.796,10.322,19.702,20.42,67.515,6.005,599,Fenugreek
21.594,9.507,20.606,19.91,69.534,6.005,599,Fenugreek
18.337,10.617,20.662,20.176,69.019,6.006,601,Fenugreek
19.638,10.975,18.115,20.145,71.824,6.009,599,Fenugreek
18.86,10.001,21.624,20.169,70.282,6.012,600,Fenugreek
21.994,10.062,19.446,19.871,72.263,6.004,599,Fenugreek
19.29,9.394,20.323,19.54,69.082,6.001,599,Fenugreek
19.898,10.556,18.688,20.482,71.289,6.009,599,Fenugreek
18.897,10.645,21.235,20.024,67.655,5.989,599,Fenugreek
19.707,9.862,20.724,20.103,68.79,6.002,601,Fenugreek
20.068,9.117,19.832,20.033,68.793,5.998,601,Fenugreek
19.611,9.209,21.42,19.685,70.501,6.007,600,Fenugreek
20.315,10.857,20.263,20.271,69.188,6.007,598,Fenugreek
21.396,10.234,21.37,20.109,68.186,5.99,598,Fenugreek
18.289,9.329,18.584,19.515,70.602,6.012,601,Fenugreek
21.385,9.019,18.113,20.019,67.727,6.0,600,Fenugreek
18.649,10.736,19.377,19.675,70.198,5.99,601,Fenugreek
21.893,10.123,20.714,20.045,68.172,5.995,599,Fenugreek
18.37,9.891,19.653,20.357,68.436,5.989,601,Fenugreek
18.941,9.125,21.796,19.505,69.604,5.993,599,Fenugreek
21.271,10.794,19.461,20.168,72.479,6.004,601,Fenugreek
20.975,10.499,18.927,20.14,71.236,6.0,598,Fenugreek
21.039,9.077,19.256,19.604,69.163,6.011,599,Fenugreek
18.375,10.583,18.717,19.964,71.832,6.002,600,Fenugreek
21.619,10.034,21.719,20.396,69.713,6.0,600,Fenugreek
18.116,10.571,20.82,19.577,71.407,6.0,599,Fenugreek
18.302,9.143,21.323,19.936,69.113,5.993,601,Fenugreek
21.695,9.843,18.368,20.484,69.971,5.998,598,Fenugreek
18.532,9.153,19.636,19.897,71.676,5.991,600,Fenugreek
19.465,10.009,18.828,19.931,68.497,6.009,601,Fenugreek
20.727,9.29,20.348,19.771,70.064,6.003,599,Fenugreek
21.283,9.803,19.792,20.215,69.518,5.988,600,Fenugreek
20.969,9.187,21.909,20.222,69.039,6.009,598,Fenugreek
20.34,10.628,19.701,19.895,69.688,6.009,600,Fenugreek
21.25,9.763,20.049,20.166,68.447,6.008,601,Fenugreek
21.275,10.624,21.192,19.995,71.249,6.001,601,Fenugreek
20.256,9.638,20.16,20.343,70.604,5.998,599,Fenugreek
19.584,9.607,19.252,20.046,68.949,6.003,599,Fenugreek
20.664,9.606,21.482,19.98,68.736,5.99,600,Fenugreek
18.582,10.58,20.144,19.676,69.59,6.011,599,Fenugreek
20.806,10.011,19.657,20.176,68.031,6.011,601,Fenugreek
19.054,10.391,19.392,20.21,71.307,6.007,599,Fenugreek
21.52,10.574,18.962,20.297,69.781,6.003,599,Fenugreek
21.957,10.838,18.828,20.215,70.878,5.998,601,Fenugreek
19.781,9.621,19.742,19.616,68.731,5.989,600,Fenugreek
20.862,9.047,18.451,19.527,71.24,5.989,598,Fenugreek
20.112,10.569,21.547,19.932,72.321,6.01,599,Fenugreek
20.663,9.751,20.25,20.411,69.513,5.996,598,Fenugreek
18.883,10.495,21.679,19.736,67.596,6.003,601,Fenugreek
20.41,9.18,21.192,20.152,71.189,5.988,600,Fenugreek
21.382,10.411,19.058,20.038,72.427,6.01,598,Fenugreek
19.476,10.582,21.72,20.114,68.029,5.995,601,Fenugreek
18.545,10.474,19.294,19.759,69.084,5.997,601,Fenugreek
19.998,9.705,18.059,19.523,72.202,5.998,598,Fenugreek
21.551,10.863,18.223,19.771,68.86,5.993,598,Fenugreek
18.833,9.892,21.817,19.907,69.278,6.0,598,Fenugreek
21.297,10.653,18.394,19.978,69.041,6.01,600,Fenugreek
18.837,9.479,21.516,19.873,70.887,5.991,600,Fenugreek
20.535,9.446,21.763,20.36,69.448,5.999,599,Fenugreek
20.967,9.693,18.725,19.989,68.345,5.998,599,Fenugreek
20.985,10.072,19.031,20.491,69.977,6.007,601,Fenugreek
20.5,10.501,20.125,20.318,71.219,6.009,598,Fenugreek
20.724,9.815,21.0,20.491,67.872,5.998,601,Fenugreek
21.905,10.527,19.053,19.858,70.801,6.01,601,Fenugreek
20.749,9.413,19.97,20.214,72.007,6.005,601,Fenugreek
18.79,10.492,20.167,20.469,71.615,5.998,598,Fenugreek
21.099,9.419,21.204,19.517,70.843,5.989,601,Fenugreek
21.799,10.25,19.777,20.446,70.36,6.0,599,Fenugreek
19.433,10.514,19.287,19.784,67.803,6.011,599,Fenugreek
19.701,9.483,18.146,19.875,68.874,5.992,598,Fenugreek
19.182,9.19,18.119,19.674,71.457,6.0,599,Fenugreek
18.577,10.481,19.801,19.558,68.119,5.991,601,Fenugreek
18.951,9.559,19.383,19.979,72.058,5.989,600,Fenugreek
20.873,10.294,21.383,19.7,70.895,6.012,598,Fenugreek
18.335,10.096,21.398,20.233,71.996,5.989,600,Fenugreek
23.502,14.859,26.165,19.861,71.174,6.495,899,Watercress
26.475,14.271,24.1,19.757,68.74,6.496,898,Watercress
23.72,14.458,24.089,20.409,70.725,6.5,899,Watercress
23.21,14.685,26.548,19.596,68.964,6.502,901,Watercress
26.024,14.662,25.449,20.399,69.255,6.512,901,Watercress
24.702,14.535,25.673,20.49,71.549,6.497,901,Watercress
24.267,14.047,24.312,19.813,71.57,6.509,898,Watercress
26.964,14.669,24.613,19.56,69.686,6.492,900,Watercress
24.19,14.515,23.276,20.389,70.419,6.505,898,Watercress
26.004,15.135,23.847,19.586,70.413,6.504,901,Watercress
24.331,14.804,24.207,20.436,69.198,6.498,898,Watercress
26.814,14.618,24.06,20.003,69.388,6.495,898,Watercress
23.088,14.863,25.712,20.212,70.884,6.5,898,Watercress
26.713,15.449,24.172,20.463,69.277,6.497,901,Watercress
25.395,14.743,23.853,19.578,71.806,6.497,898,Watercress
26.912,15.185,24.861,19.998,69.728,6.489,898,Watercress
25.519,15.384,26.588,20.332,67.978,6.491,900,Watercress
25.768,15.304,24.824,19.628,68.804,6.499,898,Watercress
24.887,14.713,25.511,20.075,69.149,6.511,899,Watercress
25.757,14.674,25.221,20.396,68.011,6.504,901,Watercress
25.572,15.68,25.538,20.261,70.233,6.504,901,Watercress
24.62,15.592,23.647,20.397,69.705,6.51,901,Watercress
26.208,15.66,25.294,19.79,68.777,6.5,900,Watercress
